show_id,type,title,director,cast,country,date_added,Year,Month,release_year,rating,duration_number,duration_type,listed_in
s7872,Movie,Rise of the Zombie,"Devaki Singh, Luke Kenny","Luke Kenny, Kirti Kulhari, Ashwin Mushran, Benjamin Gilani",India,15-12-2017,2017,12,2013,TV-MA,83,min,"Horror Movies, International Movies"
s7874,Movie,Rivaaz,Ashok Nanda,"Deepti Naval, Vijay Raaz, Meghna Naidu, Saadhika Randhawa, Ritisha Vijayvargya, Manoj Biddvai, Sayaji Shinde, Reema Lagoo",India,01-11-2017,2017,11,2011,TV-MA,107,min,"Dramas, Independent Movies, International Movies"
s7875,Movie,Road to Sangam,Amit Rai,"Paresh Rawal, Om Puri, Pavan Malhotra, Javed Sheikh, Swati Chitnis, Masood Akhtar, Sudhir Nema, Rakesh Srivastava",India,31-12-2019,2019,12,2010,TV-14,136,min,"Dramas, Independent Movies, International Movies"
s7876,Movie,Road to Yesterday,Ishaya Bako,"Genevieve Nnaji, Oris Erhuero, Majid Michel",Nigeria,01-07-2016,2016,7,2015,TV-14,96,min,"Dramas, International Movies"
s7877,Movie,Roberto Saviano: Writing Under Police Protection,Pierfrancesco Diliberto,Pierfrancesco Diliberto,Italy,01-05-2018,2018,5,2016,TV-14,45,min,"Documentaries, International Movies"
s7878,Movie,Robin Hood: The Rebellion,Nicholas Winter,"Ben Freeman, James Oliver Wheatley, Marie Everett, Jamie Kenna, James Groom, James G. Nunn, Martyn Ford, Gareth David-Lloyd, Brian Blessed, Kristian Nairn",United Kingdom,01-05-2019,2019,5,2018,TV-14,92,min,"Action & Adventure, Independent Movies, International Movies"
s7880,Movie,Rocky,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Thayer David, Joe Spinell, Jimmy Gambina, Bill Baldwin",United States,01-08-2019,2019,8,1976,PG,120,min,"Action & Adventure, Classic Movies, Dramas"
s7881,Movie,Rocky II,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Joe Spinell, Leonard Gaines, John Pleshette, Sylvia Meals",United States,01-08-2019,2019,8,1979,PG,119,min,"Dramas, Sports Movies"
s7882,Movie,Rocky III,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Mr. T, Hulk Hogan, Ian Fried",United States,01-08-2019,2019,8,1982,PG,100,min,"Dramas, Sports Movies"
s7883,Movie,Rocky IV,Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Dolph Lundgren, Brigitte Nielsen, Tony Burton, Michael Pataki",United States,01-08-2019,2019,8,1985,PG,92,min,"Dramas, Sports Movies"
s7884,Movie,Rocky V,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Richard Gant, Tommy Morrison, Sage Stallone, Burgess Meredith, Tony Burton",United States,01-08-2019,2019,8,1990,PG-13,104,min,"Dramas, Sports Movies"
s7885,Movie,Roger Corman's Death Race 2050,G.J. Echternkamp,"Manu Bennett, Malcolm McDowell, Marci Miller, Burt Grinstead, Folake Olowofoyeku, Ramsey Moore, Yancy Butler, Charlie Farrell, Shanna Olson",United States,17-01-2017,2017,1,2017,R,93,min,"Action & Adventure, Sci-Fi & Fantasy"
s7886,Movie,Roh's Beauty,Sameh Abdulaziz,"Haifa Wehbe, Bassem Samra, Mohamed Lotfy, Ahmed Fathy, Nagua Fouad, Ahlam Al-Gritly, Karim El Abnoudi, Salah Abdullah, Hakim, Usha",Egypt,19-04-2019,2019,4,2014,TV-MA,98,min,"Dramas, International Movies"
s7889,Movie,Romeo Ranjha,Navaniat Singh,"Jazzy B, Garry Sandhu, Monica Bedi, Parul Gulati, Rana Ranbir, Yograj Singh, Rana Jung Bahadur, Sanga Jagir","India, Canada",01-11-2017,2017,11,2014,TV-14,122,min,"Action & Adventure, Comedies, Music & Musicals"
s7890,Movie,Room,Lenny Abrahamson,"Brie Larson, Jacob Tremblay, Joan Allen, Sean Bridgers, Tom McCamus, William H. Macy, Cas Anvar, Amanda Brugel, Wendy Crewson, Sandy McMaster","Ireland, Canada, United Kingdom, United States",19-07-2018,2018,7,2015,R,118,min,"Dramas, Independent Movies"
s7891,Movie,Room for Rent,Matthew Atkinson,"Brett Gelman, Mark Little, Carla Gallo, Stephnie Weir, Patrick J. Adams, Mark McKinney",Canada,01-03-2019,2019,3,2017,TV-MA,89,min,"Comedies, Independent Movies"
s7892,Movie,Room on the Broom,"Max Lang, Jani Lachauer","Simon Pegg, Gillian Anderson, Rob Brydon, Martin Clunes, Sally Hawkins, David Walliams, Timothy Spall","United Kingdom, Germany",01-07-2019,2019,7,2012,TV-Y7,26,min,"Children & Family Movies, Independent Movies"
s7895,Movie,Rosemary's Baby,Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Patsy Kelly, Elisha Cook Jr., Emmaline Henry, Charles Grodin",United States,01-11-2019,2019,11,1968,R,137,min,"Classic Movies, Horror Movies, Thrillers"
s7896,Movie,Rounders,John Dahl,"Matt Damon, Edward Norton, John Turturro, Gretchen Mol, Famke Janssen, John Malkovich, Martin Landau, Michael Rispoli, Josh Mostel, Tom Aldredge",United States,01-11-2019,2019,11,1998,R,121,min,Dramas
s7897,TV Show,Royal Pains,Jay Chandrasekhar,"Mark Feuerstein, Paulo Costanzo, Reshma Shetty, Jill Flint, Campbell Scott, Brooke D'Orsay, Dieter Riesle",United States,18-05-2017,2017,5,2016,TV-PG,8,Seasons,"TV Comedies, TV Dramas"
s7899,Movie,Rukh,Atanu Mukherjee,"Adarsh Gourav, Manoj Bajpayee, Smita Tambe, Kumud Mishra",India,01-04-2018,2018,4,2017,TV-MA,103,min,"Dramas, Independent Movies, International Movies"
s7900,Movie,Rumble,R. Ellis Frazier,"Gary Daniels, Luis Gatica, Sissi Fleitas, Eddie J. Fernandez, Fabián López, Justin Nesbitt, Pedro Rodman Rodriguez",Mexico,15-09-2017,2017,9,2016,TV-MA,92,min,"Action & Adventure, Independent Movies"
s7901,Movie,Rumble in the Bronx,Stanley Tong,"Jackie Chan, Anita Mui, Françoise Yip, Bill Tung, Marc Akerstream, Garvin Cross, Morgan Lam, Ailen Sit",Hong Kong,01-11-2019,2019,11,1995,R,89,min,"Action & Adventure, Comedies, International Movies"
s7902,Movie,Rumor Has It,Rob Reiner,"Jennifer Aniston, Kevin Costner, Shirley MacLaine, Mark Ruffalo, Richard Jenkins, Christopher McDonald, Steve Sandvoss, Mena Suvari, Mike Vogel","United States, Germany, Australia",01-08-2019,2019,8,2005,PG-13,97,min,"Comedies, Romantic Movies"
s7903,Movie,Run,Jeeva,"Abhishek Bachchan, Bhoomika Chawla, Mahesh Manjrekar, Vijay Raaz, Mukesh Rishi, Ayesha Jhulka, Anjan Srivastav, Goga Kapoor, Mukul Agarwal, Shweta Menon",India,01-03-2018,2018,3,2004,TV-14,134,min,"Action & Adventure, International Movies, Music & Musicals"
s7904,Movie,Runaway Bride,Garry Marshall,"Julia Roberts, Richard Gere, Joan Cusack, Hector Elizondo, Rita Wilson, Paul Dooley, Christopher Meloni, Donal Logue, Reg Rogers, Yul Vazquez, Jane Morris, Lisa Roberts, Kathleen Marshall, Jean Schertler, Tom Hines",United States,01-12-2020,2020,12,1999,PG,116,min,"Comedies, Romantic Movies"
s7905,Movie,Running for Grace,David L. Cunningham,"Ryan Potter, Matt Dillon, Jim Caviezel, Olivia Ritchie, Juliet Mills, Nick Boraine, Rumi Oyama",United States,19-06-2019,2019,6,2018,TV-14,110,min,"Dramas, Romantic Movies"
s7906,Movie,Running Out Of Time,Chris Stokes,"Tasha Smith, RonReaco Lee, Telma Hopkins, Sydney Elise Johnson, Sean Dominic, Dustin Harnish, Paul Logan, Kearia Schroeder, Michael Toland, Anton Peeples",United States,01-08-2019,2019,8,2018,TV-14,88,min,Thrillers
s7908,Movie,Russell Madness,Robert Vince,"David Milchard, John Ratzenberger, Will Sasso, Mason Vale Cotton, John Hennigan, Sean Giambrone, Charles Robinson, Mckenna Grace, Kate Reinders, Fred Willard",United States,10-05-2015,2015,5,2015,PG,93,min,"Children & Family Movies, Comedies, Sports Movies"
s7910,Movie,Russell Peters: Notorious,Dave Higby,Russell Peters,United States,14-10-2013,2013,10,2013,NR,72,min,Stand-Up Comedy
s7911,Movie,Rustom,Dharmendra Suresh Desai,"Akshay Kumar, Ileana D'Cruz, Arjan Bajwa, Esha Gupta, Pavan Malhotra, Parmeet Sethi, Sachin Khedekar, Anang Desai, Kumud Mishra, Brijendra Kala, Usha Nadkarni, Kanwaljeet Singh",India,06-01-2017,2017,1,2016,TV-14,141,min,"Dramas, International Movies"
s7913,Movie,S.W.A.T.,Clark Johnson,"Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J, Josh Charles, Jeremy Renner, Brian Van Holt, Olivier Martinez, Reg E. Cathey, Larry Poindexter, Page Kennedy, Domenick Lombardozzi, James DuMont",United States,01-01-2021,2021,1,2003,PG-13,117,min,Action & Adventure
s7914,Movie,Saath Saath,Raman Kumar,"Deepti Naval, Farooq Shaikh, Satish Shah, Iftekhar, A.K. Hangal, Neena Gupta, Avtar Gill, Javed Khan",India,31-12-2019,2019,12,1982,TV-14,118,min,"Dramas, Independent Movies, International Movies"
s7916,Movie,Sadece Sen,Hakan Yonat,"Belçim Bilgin, İbrahim Çelikkol, Kerem Can, Necmi Yapıcı, Levent Sülün, Barış Arduç, Erol Gedik, Cezmi Baskın",Turkey,10-03-2017,2017,3,2014,TV-MA,105,min,"Dramas, International Movies, Romantic Movies"
s7917,Movie,Sadie's Last Days on Earth,Michael Seater,"Morgan Taylor Campbell, Clark Backo, Ricardo Hoyos, Munro Chambers, Paula Brancati, Helene Joy, Peter Keleghan, George Stroumboulopoulos, John Ralston, Emilia McCarthy",Canada,22-08-2017,2017,8,2016,TV-14,94,min,"Comedies, Sci-Fi & Fantasy"
s7918,Movie,Sadma,Balu Mahendra,"Kamal Hassan, Sridevi, Silk Smitha, Gulshan Grover, Paintal, Arvind Deshpande",India,31-12-2019,2019,12,1983,TV-14,137,min,"Dramas, International Movies, Romantic Movies"
s7919,TV Show,Sadqay Tumhare,Ehtesham Uddin,"Mahira Khan, Samiya Mumtaz, Adnan Malik, Rehan Sheikh, Sanya Shamshad, Qavi Khan",Pakistan,15-12-2016,2016,12,2014,TV-PG,1,Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s7920,Movie,Saeed Mirza: The Leftist Sufi,"Kireet Khurana, Padmakumar Narasimhamurthy",Saeed Akhtar Mirza,India,01-05-2017,2017,5,2016,TV-MA,61,min,"Documentaries, International Movies"
s7921,Movie,Safety Not Guaranteed,Colin Trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson, Mary Lynn Rajskub, Jeff Garlin, Kristen Bell, Jenica Bergere, Karan Soni",United States,13-08-2020,2020,8,2012,R,86,min,"Comedies, Independent Movies, Romantic Movies"
s7922,Movie,Saheb Bibi Golaam,Pratim D. Gupta,"Anjan Dutt, Swastika Mukherjee, Ritwick Chakraborty, Parno Mittra, Bikram Chatterjee, Sohag Sen, Sumanta Mukherjee, Arun Mukhopadhyay",India,01-01-2017,2017,1,2016,TV-MA,118,min,"Dramas, International Movies"
s7923,Movie,Sairat,Nagraj Manjule,"Rinku Rajguru, Akash Thosar, Arbaz Shaikh, Tanaji Galgunde, Suresh Vishwakarma",India,01-04-2018,2018,4,2016,TV-14,173,min,"Dramas, International Movies, Romantic Movies"
s7924,Movie,Sakhi,Sanjay Soorkar,"Ashok Saraf, Sonali Kulkarni, Subodh Bhave, Usha Nadkarni, Raghavendra Kadkol, Pushkar Shrotri, Lokesh Gupte, Santosh Juvekar, Jyoti Joshi, Kishor Mahabole",India,15-02-2018,2018,2,2007,TV-PG,152,min,"Dramas, International Movies, Music & Musicals"
s7925,Movie,Salem: His Sister's Father,Mohamed Hamdy,"Mohamed Ragab, Horeya Farghaly, Ayten Amer, Mohamed Al Shakankeery, Reem Al Baroudi, Badria Tolba, Hesham Ismail, Maher Essam, Hassan Abdulfattah, Aliaa Al-Husseini",Egypt,22-06-2019,2019,6,2014,TV-14,99,min,"Dramas, International Movies"
s7926,Movie,Samantaral,Partha Chakraborty,"Riddhi Sen, Parambrata Chatterjee, Soumitra Chatterjee, Aparajita Adhya, Tanusree Chakraborty, Kushal Chakraborty, Anindya Banerjee, Surangana Banerjee",India,15-09-2018,2018,9,2017,TV-MA,110,min,"Dramas, International Movies"
s7927,Movie,Samarppanam,K. Gopinathan,"Virginia Rodriguez, Anil Nedumangad, Santhosh Keezhattoor, Indrans, P. Balachandran, Renji Panicker, Gopalan",India,01-03-2018,2018,3,2017,TV-PG,116,min,"Dramas, International Movies"
s7928,Movie,Sameer Abu Alneel,Amr Arafa,"Ahmed Mekky, Nicole Saba, Mohamed Lotfy, Hussien El Imam, Dina El-Sherbiny, Said Tarabeek, Alaa Morsy, Edward Fouad, Abdalah Mishrif, Youssef Eid",Egypt,06-06-2019,2019,6,2013,TV-14,107,min,"Comedies, International Movies"
s7929,Movie,Samson,"Bruce MacDonald, Gabriel Sabloff","Taylor James, Billy Zane, Lindsay Wagner, Caitlin Leahy, Rutger Hauer, Jackson Rathbone, Brandon Auret, Frances Sholto-Douglas, Greg Kriek","South Africa, United States",14-12-2018,2018,12,2018,PG-13,109,min,"Action & Adventure, Dramas, Faith & Spirituality"
s7932,Movie,Sanai Choughade,Rajeev Patil,"Shreyas Talpade, Subodh Bhave, Sai Tamhankar, Santosh Juvekar, Tushar Dalvi, Bharti Aacharekar",India,01-01-2018,2018,1,2008,TV-14,122,min,"Comedies, Dramas, International Movies"
s7933,Movie,Sangam,Raj Kapoor,"Raj Kapoor, Vyjayanthimala, Rajendra Kumar, Lalita Pawar, Achala Sachdev, Hari Shivdasani, Raj Mehra, Iftekhar",India,31-12-2019,2019,12,1964,TV-14,228,min,"Classic Movies, Dramas, International Movies"
s7934,Movie,Santa Claws,Glenn Miller,"Nicola Lambo, Evan Boymel, John P. Fowler, Erica Duke, Ezra James Colbert",United States,17-11-2017,2017,11,2014,TV-PG,86,min,"Children & Family Movies, Comedies"
s7935,Movie,Santa's Apprentice,Luc Vinciguerra,"Julie Gayet, Jean-Pierre Marielle, Lorànt Deutsch, Bruno Salomone, Pierre-François Martin-Laval, Didier Brice, Benoît Allemane, Nathan Simony, Daniela Duspara, Max Cullen","Australia, France, Ireland",20-12-2015,2015,12,2010,TV-G,72,min,Children & Family Movies
s7936,Movie,Sarah's Key,Gilles Paquet-Brenner,"Aidan Quinn, Kristin Scott Thomas, Frédéric Pierrot, Michel Duchaussoy, Dominique Frot, Niels Arestrup, Mélusine Mayance, Gisèle Casadesus, Natasha Mashkevich",France,21-09-2019,2019,9,2010,PG-13,102,min,"Dramas, International Movies"
s7937,Movie,Sardaar ji,Rohit Jugraj,"Diljit Dosanjh, Neeru Bajwa, Mandy Takhar, Jaswinder Bhalla, Ali Kazmi, Anita Kailey, Daman Singh, Sanju Salonki, Amrit Pal, Jatinder Lall, Avy Randhawa",Canada,01-12-2017,2017,12,2015,TV-14,140,min,"Comedies, International Movies, Music & Musicals"
s7938,Movie,Sardaarji 2,Rohit Jugraj,"Jaswinder Bhalla, Sonam Bajwa, Diljit Dosanjh, Monica Gill","Australia, India",15-10-2017,2017,10,2016,TV-PG,145,min,"Action & Adventure, Comedies, International Movies"
s7939,Movie,Sarivar Sari,Gajendra Ahire,"Madhura Velankar, Mohan Joshi, Nina Kulkarni, Manasi Salvi, Milind Gunaji, Shreyas Talpade, Bharat Jadhav",India,15-02-2018,2018,2,2005,TV-14,126,min,"Dramas, International Movies"
s7940,Movie,Sarvopari Palakkaran,Venugopan,"Anoop Menon, Alencier Ley Lopez, Balu Varghese, Aparna Balamurali, Anu Sithara, Gayathri Arun, Nandu, Chali Pala",India,01-07-2018,2018,7,2017,TV-14,133,min,"Dramas, International Movies"
s7941,Movie,Sat Sri Akal,Kamal Sahani,"Kimi Verma, Manpreet Singh, Arun Bali, Dolly Minhas, Avtar Gill, Manmeet Singh, Neelu Kohli, Vivek Shaq, Nirmal Rishi, Pooja Tandon",India,30-01-2019,2019,1,2008,TV-14,141,min,"Dramas, Faith & Spirituality, International Movies"
s7942,Movie,Satan & Adam,V. Scott Balcerek,"Sterling Magee, Adam Gussow",United States,01-06-2019,2019,6,2018,TV-MA,78,min,"Documentaries, Music & Musicals"
s7944,Movie,Satrangi Re,Aditya Sarpotdar,"Amruta Khanvilkar, Vidyadhar Joshi, Subodh Bhave",India,15-03-2018,2018,3,2012,TV-14,150,min,"Dramas, International Movies, Music & Musicals"
s7945,Movie,Satte Pe Satta,Raj N. Sippy,"Amitabh Bachchan, Hema Malini, Amjad Khan, Sachin, Shakti Kapoor, Ranjeeta Kaur, Paintal, Ranjeet",India,31-12-2019,2019,12,1982,TV-14,153,min,"Comedies, Cult Movies, Dramas"
s7946,Movie,Saturday Church,Damon Cardasis,"Luka Kain, Regina Taylor, Margot Bingham, Marquis Rodriguez, Mj Rodriguez, Indya Moore, Alexia Garcia, Kate Bornstein, Peter Kim, Jaylin Fletcher",United States,06-10-2020,2020,10,2017,TV-MA,83,min,"Dramas, LGBTQ Movies"
s7947,Movie,Savage Dog,Jesse V. Johnson,"Scott Adkins, Juju Chan, Marko Zaror, Vladimir Kulich, Charles Fathy, Matthew Marsden, Keith David, Luke Massy",United States,01-11-2017,2017,11,2017,TV-MA,95,min,"Action & Adventure, Independent Movies"
s7948,Movie,Savage Raghda,Mahmoud Karim,"Ramez Galal, Riham Hagag, Bayyumi Fuad, Entessar, Ahmed Fathy, Mohammed Tharwat",Egypt,13-06-2019,2019,6,2018,TV-MA,93,min,"Comedies, International Movies, Romantic Movies"
s7950,Movie,Saving Mr. Banks,John Lee Hancock,"Emma Thompson, Tom Hanks, Paul Giamatti, Jason Schwartzman, Colin Farrell, Bradley Whitford, Annie Buckley, Ruth Wilson, B.J. Novak, Rachel Griffiths, Kathy Baker, Melanie Paxson, Andy McPhee, Jerry Hauck, Mia Serafino, Michelle Arthur, Demetrius Grosse, Steven Cabral, David Ross Paterson, Ronan Vibert, Luke Baines, Dendrie Taylor, Laura Waddell, Paul Tassone","United States, United Kingdom, Australia",02-03-2019,2019,3,2013,PG-13,126,min,"Comedies, Dramas"
s7951,Movie,Saving Zoë,Jeffrey G. Hunt,"Laura Marano, Vanessa Marano, Christopher Tavarez, Giorgia Whigham, Michael Provost, Nathaniel Buzolic, Ken Jeong, Annie Jacob, Evan Castelloe, Whitney Goin, Jason Davis",United States,15-01-2020,2020,1,2019,R,95,min,Dramas
s7952,Movie,Say When,Lynn Shelton,"Keira Knightley, Chloë Grace Moretz, Sam Rockwell, Kaitlyn Dever, Jeff Garlin, Ellie Kemper, Mark Webber, Daniel Zovatto, Kevin Seal, Ernie Joseph, Louis Hobson, Dylan Arnold, Mari Nelson, Sean Nelson, Omar Silva, Aaron Washington, Sara Coates, Gretchen Mol, Basil Harris",United States,19-07-2018,2018,7,2014,R,99,min,"Comedies, Dramas, Independent Movies"
s7953,Movie,Scales: Mermaids Are Real,Kevan Peterson,"Emmy Perry, Morgan Fairchild, Elisabeth Röhm, Nikki Hahn, Jack Dylan Grazer, Stephen Snedden, Noree Victoria, Sterling Sulieman",United States,23-01-2020,2020,1,2017,PG,93,min,Children & Family Movies
s7955,Movie,Scandal in Sorrento,Dino Risi,"Vittorio De Sica, Sophia Loren, Lea Padovani, Antonio Cifariello, Tina Pica, Mario Carotenuto, Yoka Berretty, Virgilio Riento, Clara Crispo, Pasquale Misiano","Italy, France",13-11-2020,2020,11,1955,TV-PG,93,min,"Classic Movies, Comedies, Independent Movies"
s7956,Movie,Scary Movie,Keenen Ivory Wayans,"Anna Faris, Jon Abrahams, Shannon Elizabeth, Shawn Wayans, Regina Hall, Marlon Wayans, Lochlyn Munro, Cheri Oteri, Carmen Electra, Dave Sheridan, Kurt Fuller, Rick Ducommun, James Van Der Beek, Keenen Ivory Wayans, Marissa Jaret Winokur, Dan Joffre",United States,01-01-2020,2020,1,2000,R,88,min,"Comedies, Horror Movies"
s7957,Movie,Scary Movie 5,Malcolm D. Lee,"Simon Rex, Ashley Tisdale, Charlie Sheen, Lindsay Lohan, Gracie Whitton, Ava Kolker, Erica Ash, Lidia Porto, Katrina Bowden, Terry Crews",United States,12-08-2020,2020,8,2013,PG-13,88,min,"Comedies, Horror Movies"
s7958,Movie,Schindler's List,Steven Spielberg,"Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Małgorzata Gebel, Shmulik Levy, Mark Ivanir, Beatrice Macola, Friedrich von Thun, Andrzej Seweryn",United States,01-04-2018,2018,4,1993,R,195,min,"Classic Movies, Dramas"
s7959,Movie,School Daze,Spike Lee,"Laurence Fishburne, Giancarlo Esposito, Tisha Campbell-Martin, Kyme, Joe Seneca, Ellen Holly, Art Evans, Ossie Davis, Bill Nunn, James Bond III",United States,01-11-2020,2020,11,1988,R,120,min,"Comedies, Dramas"
s7960,Movie,Scooby-Doo on Zombie Island,"Hiroshi Aoyama, Kazumi Fukushima, Jim Stenstrum","Scott Innes, Billy West, Mary Kay Bergman, Frank Welker, B.J. Ward, Adrienne Barbeau, Tara Strong, Cam Clarke, Mark Hamill",United States,15-12-2019,2019,12,1998,TV-PG,77,min,Children & Family Movies
s7961,Movie,Scott Pilgrim vs. the World,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Chris Evans, Anna Kendrick, Brie Larson, Alison Pill, Aubrey Plaza, Brandon Routh, Jason Schwartzman, Mark Webber, Mae Whitman, Johnny Simmons, Ellen Wong","United States, United Kingdom, Canada, Japan",16-09-2018,2018,9,2010,PG-13,112,min,"Action & Adventure, Comedies, Cult Movies"
s7962,Movie,Scream 2,Wes Craven,"Neve Campbell, David Arquette, Courteney Cox, Sarah Michelle Gellar, Jamie Kennedy, Laurie Metcalf, Elise Neal, Jerry O'Connell, Timothy Olyphant, Jada Pinkett Smith, Liev Schreiber, Lewis Arquette, Duane Martin, Rebecca Gayheart, Portia de Rossi, Omar Epps, Tori Spelling, Heather Graham, Joshua Jackson, Luke Wilson",United States,01-10-2019,2019,10,1997,R,121,min,Horror Movies
s7963,Movie,Scream 3,Wes Craven,"David Arquette, Neve Campbell, Courteney Cox, Patrick Dempsey, Scott Foley, Lance Henriksen, Matt Keeslar, Jenny McCarthy, Emily Mortimer, Parker Posey, Deon Richmond, Kelly Rutherford, Liev Schreiber, Patrick Warburton, Jamie Kennedy",United States,01-07-2019,2019,7,2000,R,117,min,Horror Movies
s7964,Movie,Seal Team Six: The Raid on Osama Bin Laden,John Stockwell,"Cam Gigandet, Anson Mount, Freddy Rodríguez, Xzibit, Kathleen Robertson, Robert Knepper, Eddie Kaye Thomas, Kenneth Miller, William Fichtner, Jenny Gabrielle, Mo Gallini",United States,01-01-2020,2020,1,2012,TV-MA,90,min,Action & Adventure
s7965,Movie,Searching for Bobby Fischer,Steven Zaillian,"Max Pomeranc, Joe Mantegna, Joan Allen, Ben Kingsley, Laurence Fishburne, William H. Macy, Laura Linney, David Paymer, Michael Nirenberg, Robert Stephens",United States,07-12-2020,2020,12,1993,PG,110,min,"Children & Family Movies, Classic Movies, Dramas"
s7966,Movie,Searching for Sugar Man,Malik Bendjelloul,Rodriguez,"Sweden, United Kingdom, Finland",01-12-2019,2019,12,2012,PG-13,86,min,"Documentaries, International Movies, Music & Musicals"
s7967,Movie,Season of the Witch,Dominic Sena,"Nicolas Cage, Ron Perlman, Christopher Lee, Stephen Campbell Moore, Stephen Graham, Ulrich Thomsen, Claire Foy, Robert Sheehan, Kevin Rees, Andrew Hefler",United States,26-04-2019,2019,4,2011,PG-13,95,min,"Action & Adventure, Sci-Fi & Fantasy"
s7968,Movie,Secret,Jay Chou,"Jay Chou, Lun-Mei Kwai, Anthony Wong Chau-Sang, Kai-xuan Tseng, Devon Song, Jun Lang Huang, Zhan Yuhao","Hong Kong, Taiwan",01-07-2018,2018,7,2007,TV-PG,101,min,"Dramas, International Movies, Music & Musicals"
s7970,Movie,Secret in Their Eyes,Billy Ray,"Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris, Michael Kelly, Joe Cole, Zoe Graham, Alfred Molina","United States, United Kingdom, Spain, South Korea",01-04-2018,2018,4,2015,PG-13,111,min,"Dramas, Thrillers"
s7971,Movie,Secrets of Althorp - The Spencers,Kasia Uscinska,Samuel West,United States,22-04-2017,2017,4,2013,TV-PG,54,min,"Documentaries, International Movies"
s7972,Movie,Secrets of Chatsworth,Susannah Ward,Samuel West,United States,22-02-2017,2017,2,2013,TV-PG,54,min,"Documentaries, International Movies"
s7973,Movie,Secrets of Henry VIII's Palace: Hampton Court,Sam Taplin,Samuel West,United States,22-02-2017,2017,2,2013,TV-PG,54,min,"Documentaries, International Movies"
s7974,Movie,Secrets of Her Majesty's Secret Service,Kasia Uscinska,Samuel West,United Kingdom,22-02-2017,2017,2,2014,TV-PG,55,min,"Documentaries, International Movies"
s7975,Movie,Secrets of Highclere Castle,Vicky Matthews,Samuel West,United States,22-02-2017,2017,2,2013,TV-PG,54,min,"Documentaries, International Movies"
s7976,Movie,Secrets of Scotland Yard,Susannah Ward,Samuel West,United Kingdom,22-04-2017,2017,4,2013,TV-14,55,min,Documentaries
s7977,Movie,Secrets of Selfridges,Sam Taplin,Samuel West,United States,22-04-2017,2017,4,2014,TV-PG,55,min,Documentaries
s7978,Movie,Secrets of the Tower of London,Vicky Matthews,Samuel West,United Kingdom,22-02-2017,2017,2,2013,TV-PG,55,min,Documentaries
s7979,Movie,Secrets of Underground London,"Vicky Matthews, Gareth Sacala",Samuel West,United Kingdom,22-04-2017,2017,4,2014,TV-PG,55,min,"Documentaries, International Movies"
s7980,Movie,Secrets of Westminster,Louise Wardle,Samuel West,"United States, United Kingdom",22-04-2017,2017,4,2014,TV-PG,55,min,"Documentaries, International Movies"
s7981,Movie,Sen Kimsin?,Ozan Açıktan,"Tolga Çevik, Köksal Engür, Pelin Körmükçü, Toprak Sergen, Zeynep Özder",Turkey,10-03-2017,2017,3,2012,TV-14,102,min,"Comedies, International Movies"
s7982,Movie,Senna,Asif Kapadia,"Ayrton Senna, Alain Prost, Frank Williams","United Kingdom, France, United States",01-10-2019,2019,10,2010,PG-13,106,min,"Documentaries, International Movies, Sports Movies"
s7984,Movie,"Septiembre, un llanto en silencio",Kenneth Müller,"Saúl Lisazo, Mario Zaragoza, Juan Pablo Olyslager, Costanza Andrade",Guatemala,10-03-2018,2018,3,2017,TV-MA,69,min,"Dramas, Independent Movies, International Movies"
s7986,Movie,Set Up,Mike Gunther,"50 Cent, Ryan Phillippe, Bruce Willis, Rory Markham, Jenna Dewan, Brett Granstaff, Randy Couture, Susie Abromeit, Ron Turner, James Remar",United States,10-01-2020,2020,1,2011,R,85,min,Action & Adventure
s7987,Movie,Sex and the City 2,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis, Chris Noth, John Corbett, David Eigenberg, Evan Handler, Jason Lewis, Willie Garson, Mario Cantone",United States,01-01-2021,2021,1,2010,R,146,min,"Comedies, Dramas, Romantic Movies"
s7988,Movie,Sex and the City: The Movie,Michael Patrick King,"Sarah Jessica Parker, Kim Cattrall, Kristin Davis, Cynthia Nixon, Chris Noth, Candice Bergen, Jennifer Hudson, David Eigenberg, Evan Handler, Jason Lewis, Mario Cantone, Lynn Cohen",United States,01-01-2021,2021,1,2008,R,145,min,"Comedies, Dramas, Romantic Movies"
